# Assembly name:  Release 6 plus ISO1 MT
# Description:    Release 6 plus ISO1 mitochondrial genome
# Organism name:  Drosophila melanogaster (fruit fly)
# Taxid:          7227
# BioSample:      SAMN02803731
# BioProject:     PRJNA13812
# Submitter:      The FlyBase Consortium/Berkeley Drosophila Genome Project/Celera Genomics
# Date:           2014-08-01
# Synonyms:       dm6	
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# RefSeq category: Reference Genome
# GenBank assembly accession: GCA_000001215.4
# RefSeq assembly accession: GCF_000001215.4
# RefSeq assembly and GenBank assemblies identical: yes
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000001625.3	GCF_000001625.3	Primary Assembly
## GCA_000738905.1	GCF_000738905.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
211000022280045	unplaced-scaffold	na	na	DS485085.1	=	NW_001846374.1	Primary Assembly	1251	chrUn_DS485085v1
211000022278161	unplaced-scaffold	na	na	DS485086.1	=	NW_001846375.1	Primary Assembly	1250	chrUn_DS485086v1
211000022279432	unplaced-scaffold	na	na	DS485087.1	=	NW_001846376.1	Primary Assembly	1249	chrUn_DS485087v1
211000022279990	unplaced-scaffold	na	na	DS485088.1	=	NW_001846377.1	Primary Assembly	1248	chrUn_DS485088v1
211000022278717	unplaced-scaffold	na	na	DS485089.1	=	NW_001846378.1	Primary Assembly	1247	chrUn_DS485089v1
211000022280177	unplaced-scaffold	na	na	DS485091.1	=	NW_001846380.1	Primary Assembly	1246	chrUn_DS485091v1
211000022279218	unplaced-scaffold	na	na	DS485092.1	=	NW_001846381.1	Primary Assembly	1246	chrUn_DS485092v1
211000022280678	unplaced-scaffold	na	na	DS485098.1	=	NW_001846387.1	Primary Assembly	1242	chrUn_DS485098v1
211000022278943	unplaced-scaffold	na	na	DS485100.1	=	NW_001846389.1	Primary Assembly	1241	chrUn_DS485100v1
211000022278808	unplaced-scaffold	na	na	DS485102.1	=	NW_001846391.1	Primary Assembly	1240	chrUn_DS485102v1
211000022280053	unplaced-scaffold	na	na	DS485105.1	=	NW_001846394.1	Primary Assembly	1240	chrUn_DS485105v1
211000022280304	unplaced-scaffold	na	na	DS485107.1	=	NW_001846396.1	Primary Assembly	1239	chrUn_DS485107v1
211000022279124	unplaced-scaffold	na	na	DS485117.1	=	NW_001846406.1	Primary Assembly	1236	chrUn_DS485117v1
211000022279412	unplaced-scaffold	na	na	DS485118.1	=	NW_001846407.1	Primary Assembly	1235	chrUn_DS485118v1
211000022279267	unplaced-scaffold	na	na	DS485122.1	=	NW_001846411.1	Primary Assembly	1234	chrUn_DS485122v1
211000022278369	unplaced-scaffold	na	na	DS485123.1	=	NW_001846412.1	Primary Assembly	1234	chrUn_DS485123v1
211000022279728	unplaced-scaffold	na	na	DS485125.1	=	NW_001846414.1	Primary Assembly	1234	chrUn_DS485125v1
211000022279417	unplaced-scaffold	na	na	DS485127.1	=	NW_001846416.1	Primary Assembly	1233	chrUn_DS485127v1
211000022278136	unplaced-scaffold	na	na	DS485130.1	=	NW_001846419.1	Primary Assembly	1232	chrUn_DS485130v1
211000022278727	unplaced-scaffold	na	na	DS485132.1	=	NW_001846421.1	Primary Assembly	1231	chrUn_DS485132v1
211000022279183	unplaced-scaffold	na	na	DS485133.1	=	NW_001846422.1	Primary Assembly	1231	chrUn_DS485133v1
211000022280210	unplaced-scaffold	na	na	DS485134.1	=	NW_001846423.1	Primary Assembly	1231	chrUn_DS485134v1
211000022279144	unplaced-scaffold	na	na	DS485136.1	=	NW_001846425.1	Primary Assembly	1231	chrUn_DS485136v1
211000022278582	unplaced-scaffold	na	na	DS485138.1	=	NW_001846427.1	Primary Assembly	1229	chrUn_DS485138v1
211000022280179	unplaced-scaffold	na	na	DS485140.1	=	NW_001846429.1	Primary Assembly	1229	chrUn_DS485140v1
211000022280318	unplaced-scaffold	na	na	DS485144.1	=	NW_001846433.1	Primary Assembly	1227	chrUn_DS485144v1
211000022279645	unplaced-scaffold	na	na	DS485146.1	=	NW_001846435.1	Primary Assembly	1227	chrUn_DS485146v1
211000022279156	unplaced-scaffold	na	na	DS485148.1	=	NW_001846437.1	Primary Assembly	1227	chrUn_DS485148v1
211000022279778	unplaced-scaffold	na	na	DS485149.1	=	NW_001846438.1	Primary Assembly	1226	chrUn_DS485149v1
211000022278242	unplaced-scaffold	na	na	DS485150.1	=	NW_001846439.1	Primary Assembly	1226	chrUn_DS485150v1
211000022279979	unplaced-scaffold	na	na	DS485151.1	=	NW_001846440.1	Primary Assembly	1226	chrUn_DS485151v1
211000022280085	unplaced-scaffold	na	na	DS485152.1	=	NW_001846441.1	Primary Assembly	1225	chrUn_DS485152v1
211000022278755	unplaced-scaffold	na	na	DS485153.1	=	NW_001846442.1	Primary Assembly	1225	chrUn_DS485153v1
211000022280126	unplaced-scaffold	na	na	DS485154.1	=	NW_001846443.1	Primary Assembly	1225	chrUn_DS485154v1
211000022280303	unplaced-scaffold	na	na	DS485155.1	=	NW_001846444.1	Primary Assembly	1225	chrUn_DS485155v1
211000022279128	unplaced-scaffold	na	na	DS485156.1	=	NW_001846445.1	Primary Assembly	1225	chrUn_DS485156v1
211000022280139	unplaced-scaffold	na	na	DS485157.1	=	NW_001846446.1	Primary Assembly	1225	chrUn_DS485157v1
211000022279590	unplaced-scaffold	na	na	DS485160.1	=	NW_001846449.1	Primary Assembly	1224	chrUn_DS485160v1
211000022279682	unplaced-scaffold	na	na	DS485161.1	=	NW_001846450.1	Primary Assembly	1224	chrUn_DS485161v1
211000022280308	unplaced-scaffold	na	na	DS485162.1	=	NW_001846451.1	Primary Assembly	1223	chrUn_DS485162v1
211000022278758	unplaced-scaffold	na	na	DS485163.1	=	NW_001846452.1	Primary Assembly	1223	chrUn_DS485163v1
211000022278651	unplaced-scaffold	na	na	DS485165.1	=	NW_001846454.1	Primary Assembly	1222	chrUn_DS485165v1
211000022280230	unplaced-scaffold	na	na	DS485169.1	=	NW_001846458.1	Primary Assembly	1220	chrUn_DS485169v1
211000022279017	unplaced-scaffold	na	na	DS485173.1	=	NW_001846462.1	Primary Assembly	1219	chrUn_DS485173v1
211000022279647	unplaced-scaffold	na	na	DS485174.1	=	NW_001846463.1	Primary Assembly	1219	chrUn_DS485174v1
211000022280081	unplaced-scaffold	na	na	DS485176.1	=	NW_001846465.1	Primary Assembly	1219	chrUn_DS485176v1
211000022279872	unplaced-scaffold	na	na	DS485177.1	=	NW_001846466.1	Primary Assembly	1218	chrUn_DS485177v1
211000022278196	unplaced-scaffold	na	na	DS485181.1	=	NW_001846470.1	Primary Assembly	1214	chrUn_DS485181v1
211000022280691	unplaced-scaffold	na	na	DS485182.1	=	NW_001846471.1	Primary Assembly	1213	chrUn_DS485182v1
211000022279554	unplaced-scaffold	na	na	DS485184.1	=	NW_001846473.1	Primary Assembly	1212	chrUn_DS485184v1
211000022279991	unplaced-scaffold	na	na	DS485190.1	=	NW_001846479.1	Primary Assembly	1211	chrUn_DS485190v1
211000022279185	unplaced-scaffold	na	na	DS485192.1	=	NW_001846481.1	Primary Assembly	1210	chrUn_DS485192v1
211000022279648	unplaced-scaffold	na	na	DS485194.1	=	NW_001846483.1	Primary Assembly	1209	chrUn_DS485194v1
211000022280314	unplaced-scaffold	na	na	DS485198.1	=	NW_001846487.1	Primary Assembly	1209	chrUn_DS485198v1
211000022278748	unplaced-scaffold	na	na	DS485199.1	=	NW_001846488.1	Primary Assembly	1208	chrUn_DS485199v1
211000022279729	unplaced-scaffold	na	na	DS485200.1	=	NW_001846489.1	Primary Assembly	1208	chrUn_DS485200v1
211000022279480	unplaced-scaffold	na	na	DS485203.1	=	NW_001846492.1	Primary Assembly	1208	chrUn_DS485203v1
211000022279819	unplaced-scaffold	na	na	DS485204.1	=	NW_001846493.1	Primary Assembly	1207	chrUn_DS485204v1
211000022278409	unplaced-scaffold	na	na	DS485205.1	=	NW_001846494.1	Primary Assembly	1206	chrUn_DS485205v1
211000022279591	unplaced-scaffold	na	na	DS485208.1	=	NW_001846497.1	Primary Assembly	1205	chrUn_DS485208v1
211000022278729	unplaced-scaffold	na	na	DS485209.1	=	NW_001846498.1	Primary Assembly	1205	chrUn_DS485209v1
211000022279853	unplaced-scaffold	na	na	DS485211.1	=	NW_001846500.1	Primary Assembly	1205	chrUn_DS485211v1
211000022279445	unplaced-scaffold	na	na	DS485215.1	=	NW_001846504.1	Primary Assembly	1203	chrUn_DS485215v1
211000022280154	unplaced-scaffold	na	na	DS485216.1	=	NW_001846505.1	Primary Assembly	1203	chrUn_DS485216v1
211000022279425	unplaced-scaffold	na	na	DS485218.1	=	NW_001846507.1	Primary Assembly	1203	chrUn_DS485218v1
211000022279413	unplaced-scaffold	na	na	DS485220.1	=	NW_001846509.1	Primary Assembly	1202	chrUn_DS485220v1
211000022280120	unplaced-scaffold	na	na	DS485221.1	=	NW_001846510.1	Primary Assembly	1201	chrUn_DS485221v1
211000022278430	unplaced-scaffold	na	na	DS485223.1	=	NW_001846512.1	Primary Assembly	1200	chrUn_DS485223v1
211000022279127	unplaced-scaffold	na	na	DS485224.1	=	NW_001846513.1	Primary Assembly	1200	chrUn_DS485224v1
211000022278503	unplaced-scaffold	na	na	DS485226.1	=	NW_001846515.1	Primary Assembly	1199	chrUn_DS485226v1
211000022280121	unplaced-scaffold	na	na	DS485227.1	=	NW_001846516.1	Primary Assembly	1199	chrUn_DS485227v1
211000022279555	unplaced-scaffold	na	na	DS485228.1	=	NW_001846517.1	Primary Assembly	1198	chrUn_DS485228v1
211000022278569	unplaced-scaffold	na	na	DS485229.1	=	NW_001846518.1	Primary Assembly	1198	chrUn_DS485229v1
211000022280345	unplaced-scaffold	na	na	DS485230.1	=	NW_001846519.1	Primary Assembly	1197	chrUn_DS485230v1
211000022279462	unplaced-scaffold	na	na	DS485233.1	=	NW_001846522.1	Primary Assembly	1197	chrUn_DS485233v1
211000022278290	unplaced-scaffold	na	na	DS485239.1	=	NW_001846528.1	Primary Assembly	1195	chrUn_DS485239v1
211000022278547	unplaced-scaffold	na	na	DS485240.1	=	NW_001846529.1	Primary Assembly	1195	chrUn_DS485240v1
211000022278769	unplaced-scaffold	na	na	DS485242.1	=	NW_001846531.1	Primary Assembly	1194	chrUn_DS485242v1
211000022279444	unplaced-scaffold	na	na	DS485243.1	=	NW_001846532.1	Primary Assembly	1193	chrUn_DS485243v1
211000022280076	unplaced-scaffold	na	na	DS485245.1	=	NW_001846534.1	Primary Assembly	1193	chrUn_DS485245v1
211000022278171	unplaced-scaffold	na	na	DS485246.1	=	NW_001846535.1	Primary Assembly	1193	chrUn_DS485246v1
211000022279758	unplaced-scaffold	na	na	DS485247.1	=	NW_001846536.1	Primary Assembly	1193	chrUn_DS485247v1
211000022278951	unplaced-scaffold	na	na	DS485249.1	=	NW_001846538.1	Primary Assembly	1192	chrUn_DS485249v1
211000022279498	unplaced-scaffold	na	na	DS485251.1	=	NW_001846540.1	Primary Assembly	1192	chrUn_DS485251v1
211000022280083	unplaced-scaffold	na	na	DS485252.1	=	NW_001846541.1	Primary Assembly	1191	chrUn_DS485252v1
211000022279789	unplaced-scaffold	na	na	DS485253.1	=	NW_001846542.1	Primary Assembly	1191	chrUn_DS485253v1
211000022278407	unplaced-scaffold	na	na	DS485254.1	=	NW_001846543.1	Primary Assembly	1190	chrUn_DS485254v1
211000022278668	unplaced-scaffold	na	na	DS485255.1	=	NW_001846544.1	Primary Assembly	1190	chrUn_DS485255v1
211000022280319	unplaced-scaffold	na	na	DS485256.1	=	NW_001846545.1	Primary Assembly	1190	chrUn_DS485256v1
211000022279738	unplaced-scaffold	na	na	DS485258.1	=	NW_001846547.1	Primary Assembly	1189	chrUn_DS485258v1
211000022280689	unplaced-scaffold	na	na	DS485259.1	=	NW_001846548.1	Primary Assembly	1189	chrUn_DS485259v1
211000022279095	unplaced-scaffold	na	na	DS485260.1	=	NW_001846549.1	Primary Assembly	1189	chrUn_DS485260v1
211000022278370	unplaced-scaffold	na	na	DS485261.1	=	NW_001846550.1	Primary Assembly	1189	chrUn_DS485261v1
211000022279508	unplaced-scaffold	na	na	DS485263.1	=	NW_001846552.1	Primary Assembly	1188	chrUn_DS485263v1
211000022279406	unplaced-scaffold	na	na	DS485264.1	=	NW_001846553.1	Primary Assembly	1186	chrUn_DS485264v1
211000022279660	unplaced-scaffold	na	na	DS485265.1	=	NW_001846554.1	Primary Assembly	1186	chrUn_DS485265v1
211000022278091	unplaced-scaffold	na	na	DS485270.1	=	NW_001846559.1	Primary Assembly	1185	chrUn_DS485270v1
211000022279358	unplaced-scaffold	na	na	DS485273.1	=	NW_001846562.1	Primary Assembly	1185	chrUn_DS485273v1
211000022279631	unplaced-scaffold	na	na	DS485275.1	=	NW_001846564.1	Primary Assembly	1185	chrUn_DS485275v1
211000022278202	unplaced-scaffold	na	na	DS485280.1	=	NW_001846569.1	Primary Assembly	1184	chrUn_DS485280v1
211000022280194	unplaced-scaffold	na	na	DS485284.1	=	NW_001846573.1	Primary Assembly	1182	chrUn_DS485284v1
211000022278429	unplaced-scaffold	na	na	DS485285.1	=	NW_001846574.1	Primary Assembly	1181	chrUn_DS485285v1
211000022278702	unplaced-scaffold	na	na	DS485290.1	=	NW_001846579.1	Primary Assembly	1179	chrUn_DS485290v1
211000022279375	unplaced-scaffold	na	na	DS485291.1	=	NW_001846580.1	Primary Assembly	1179	chrUn_DS485291v1
211000022279622	unplaced-scaffold	na	na	DS485292.1	=	NW_001846581.1	Primary Assembly	1179	chrUn_DS485292v1
211000022278166	unplaced-scaffold	na	na	DS485294.1	=	NW_001846583.1	Primary Assembly	1178	chrUn_DS485294v1
211000022278265	unplaced-scaffold	na	na	DS485296.1	=	NW_001846585.1	Primary Assembly	1178	chrUn_DS485296v1
211000022280225	unplaced-scaffold	na	na	DS485297.1	=	NW_001846586.1	Primary Assembly	1178	chrUn_DS485297v1
211000022279317	unplaced-scaffold	na	na	DS485298.1	=	NW_001846587.1	Primary Assembly	1178	chrUn_DS485298v1
211000022280183	unplaced-scaffold	na	na	DS485301.1	=	NW_001846590.1	Primary Assembly	1177	chrUn_DS485301v1
211000022278497	unplaced-scaffold	na	na	DS485304.1	=	NW_001846593.1	Primary Assembly	1175	chrUn_DS485304v1
211000022279811	unplaced-scaffold	na	na	DS485306.1	=	NW_001846595.1	Primary Assembly	1174	chrUn_DS485306v1
211000022279360	unplaced-scaffold	na	na	DS485309.1	=	NW_001846598.1	Primary Assembly	1173	chrUn_DS485309v1
211000022278688	unplaced-scaffold	na	na	DS485311.1	=	NW_001846600.1	Primary Assembly	1173	chrUn_DS485311v1
211000022278432	unplaced-scaffold	na	na	DS485313.1	=	NW_001846602.1	Primary Assembly	1171	chrUn_DS485313v1
211000022279956	unplaced-scaffold	na	na	DS485314.1	=	NW_001846603.1	Primary Assembly	1171	chrUn_DS485314v1
211000022279668	unplaced-scaffold	na	na	DS485319.1	=	NW_001846608.1	Primary Assembly	1169	chrUn_DS485319v1
211000022278940	unplaced-scaffold	na	na	DS485322.1	=	NW_001846611.1	Primary Assembly	1168	chrUn_DS485322v1
211000022280257	unplaced-scaffold	na	na	DS485323.1	=	NW_001846612.1	Primary Assembly	1167	chrUn_DS485323v1
211000022278897	unplaced-scaffold	na	na	DS485324.1	=	NW_001846613.1	Primary Assembly	1167	chrUn_DS485324v1
211000022278781	unplaced-scaffold	na	na	DS485325.1	=	NW_001846614.1	Primary Assembly	1167	chrUn_DS485325v1
211000022279549	unplaced-scaffold	na	na	DS485326.1	=	NW_001846615.1	Primary Assembly	1166	chrUn_DS485326v1
211000022280164	unplaced-scaffold	na	na	DS485330.1	=	NW_001846619.1	Primary Assembly	1166	chrUn_DS485330v1
211000022278673	unplaced-scaffold	na	na	DS485331.1	=	NW_001846620.1	Primary Assembly	1165	chrUn_DS485331v1
211000022278423	unplaced-scaffold	na	na	DS485333.1	=	NW_001846622.1	Primary Assembly	1165	chrUn_DS485333v1
211000022278267	unplaced-scaffold	na	na	DS485337.1	=	NW_001846626.1	Primary Assembly	1163	chrUn_DS485337v1
211000022279655	unplaced-scaffold	na	na	DS485338.1	=	NW_001846627.1	Primary Assembly	1163	chrUn_DS485338v1
211000022278296	unplaced-scaffold	na	na	DS485339.1	=	NW_001846628.1	Primary Assembly	1163	chrUn_DS485339v1
211000022278119	unplaced-scaffold	na	na	DS485340.1	=	NW_001846629.1	Primary Assembly	1163	chrUn_DS485340v1
211000022278313	unplaced-scaffold	na	na	DS485341.1	=	NW_001846630.1	Primary Assembly	1162	chrUn_DS485341v1
211000022278520	unplaced-scaffold	na	na	DS485342.1	=	NW_001846631.1	Primary Assembly	1162	chrUn_DS485342v1
211000022278708	unplaced-scaffold	na	na	DS485349.1	=	NW_001846638.1	Primary Assembly	1161	chrUn_DS485349v1
211000022278901	unplaced-scaffold	na	na	DS485353.1	=	NW_001846642.1	Primary Assembly	1160	chrUn_DS485353v1
211000022278184	unplaced-scaffold	na	na	DS485354.1	=	NW_001846643.1	Primary Assembly	1160	chrUn_DS485354v1
211000022278170	unplaced-scaffold	na	na	DS485356.1	=	NW_001846645.1	Primary Assembly	1160	chrUn_DS485356v1
211000022278403	unplaced-scaffold	na	na	DS485357.1	=	NW_001846646.1	Primary Assembly	1159	chrUn_DS485357v1
211000022279135	unplaced-scaffold	na	na	DS485361.1	=	NW_001846650.1	Primary Assembly	1159	chrUn_DS485361v1
211000022278946	unplaced-scaffold	na	na	DS485362.1	=	NW_001846651.1	Primary Assembly	1158	chrUn_DS485362v1
211000022278416	unplaced-scaffold	na	na	DS485365.1	=	NW_001846654.1	Primary Assembly	1157	chrUn_DS485365v1
211000022279069	unplaced-scaffold	na	na	DS485368.1	=	NW_001846657.1	Primary Assembly	1157	chrUn_DS485368v1
211000022279448	unplaced-scaffold	na	na	DS485370.1	=	NW_001846659.1	Primary Assembly	1156	chrUn_DS485370v1
211000022279309	unplaced-scaffold	na	na	DS485371.1	=	NW_001846660.1	Primary Assembly	1156	chrUn_DS485371v1
211000022278283	unplaced-scaffold	na	na	DS485376.1	=	NW_001846665.1	Primary Assembly	1155	chrUn_DS485376v1
211000022279474	unplaced-scaffold	na	na	DS485379.1	=	NW_001846668.1	Primary Assembly	1154	chrUn_DS485379v1
211000022278295	unplaced-scaffold	na	na	DS485381.1	=	NW_001846670.1	Primary Assembly	1154	chrUn_DS485381v1
211000022279726	unplaced-scaffold	na	na	DS485382.1	=	NW_001846671.1	Primary Assembly	1154	chrUn_DS485382v1
211000022279469	unplaced-scaffold	na	na	DS485383.1	=	NW_001846672.1	Primary Assembly	1154	chrUn_DS485383v1
211000022280688	unplaced-scaffold	na	na	DS485385.1	=	NW_001846674.1	Primary Assembly	1153	chrUn_DS485385v1
211000022278174	unplaced-scaffold	na	na	DS485386.1	=	NW_001846675.1	Primary Assembly	1153	chrUn_DS485386v1
211000022278391	unplaced-scaffold	na	na	DS485387.1	=	NW_001846676.1	Primary Assembly	1152	chrUn_DS485387v1
211000022280056	unplaced-scaffold	na	na	DS485389.1	=	NW_001846678.1	Primary Assembly	1152	chrUn_DS485389v1
211000022278134	unplaced-scaffold	na	na	DS485390.1	=	NW_001846679.1	Primary Assembly	1152	chrUn_DS485390v1
211000022279487	unplaced-scaffold	na	na	DS485392.1	=	NW_001846681.1	Primary Assembly	1151	chrUn_DS485392v1
211000022280106	unplaced-scaffold	na	na	DS485393.1	=	NW_001846682.1	Primary Assembly	1150	chrUn_DS485393v1
211000022278870	unplaced-scaffold	na	na	DS485395.1	=	NW_001846684.1	Primary Assembly	1150	chrUn_DS485395v1
211000022279722	unplaced-scaffold	na	na	DS485397.1	=	NW_001846686.1	Primary Assembly	1148	chrUn_DS485397v1
211000022278096	unplaced-scaffold	na	na	DS485398.1	=	NW_001846687.1	Primary Assembly	1148	chrUn_DS485398v1
211000022280124	unplaced-scaffold	na	na	DS485400.1	=	NW_001846689.1	Primary Assembly	1148	chrUn_DS485400v1
211000022279232	unplaced-scaffold	na	na	DS485401.1	=	NW_001846690.1	Primary Assembly	1148	chrUn_DS485401v1
211000022278191	unplaced-scaffold	na	na	DS485403.1	=	NW_001846692.1	Primary Assembly	1148	chrUn_DS485403v1
211000022278401	unplaced-scaffold	na	na	DS485407.1	=	NW_001846696.1	Primary Assembly	1147	chrUn_DS485407v1
211000022280130	unplaced-scaffold	na	na	DS485410.1	=	NW_001846699.1	Primary Assembly	1147	chrUn_DS485410v1
211000022279148	unplaced-scaffold	na	na	DS485411.1	=	NW_001846700.1	Primary Assembly	1146	chrUn_DS485411v1
211000022278663	unplaced-scaffold	na	na	DS485415.1	=	NW_001846704.1	Primary Assembly	1146	chrUn_DS485415v1
211000022280180	unplaced-scaffold	na	na	DS485419.1	=	NW_001846708.1	Primary Assembly	1144	chrUn_DS485419v1
211000022279175	unplaced-scaffold	na	na	DS485420.1	=	NW_001846709.1	Primary Assembly	1144	chrUn_DS485420v1
211000022278263	unplaced-scaffold	na	na	DS485421.1	=	NW_001846710.1	Primary Assembly	1144	chrUn_DS485421v1
211000022280704	unplaced-scaffold	na	na	DS485424.1	=	NW_001846713.1	Primary Assembly	1143	chrUn_DS485424v1
211000022278033	unplaced-scaffold	na	na	DS485425.1	=	NW_001846714.1	Primary Assembly	1143	chrUn_DS485425v1
211000022280018	unplaced-scaffold	na	na	DS485426.1	=	NW_001846715.1	Primary Assembly	1142	chrUn_DS485426v1
211000022279361	unplaced-scaffold	na	na	DS485428.1	=	NW_001846717.1	Primary Assembly	1142	chrUn_DS485428v1
211000022279987	unplaced-scaffold	na	na	DS485429.1	=	NW_001846718.1	Primary Assembly	1141	chrUn_DS485429v1
211000022278143	unplaced-scaffold	na	na	DS485433.1	=	NW_001846722.1	Primary Assembly	1140	chrUn_DS485433v1
211000022279603	unplaced-scaffold	na	na	DS485434.1	=	NW_001846723.1	Primary Assembly	1140	chrUn_DS485434v1
211000022278745	unplaced-scaffold	na	na	DS485437.1	=	NW_001846726.1	Primary Assembly	1140	chrUn_DS485437v1
211000022278807	unplaced-scaffold	na	na	DS485438.1	=	NW_001846727.1	Primary Assembly	1139	chrUn_DS485438v1
211000022279418	unplaced-scaffold	na	na	DS485439.1	=	NW_001846728.1	Primary Assembly	1139	chrUn_DS485439v1
211000022279422	unplaced-scaffold	na	na	DS485441.1	=	NW_001846730.1	Primary Assembly	1139	chrUn_DS485441v1
211000022278928	unplaced-scaffold	na	na	DS485442.1	=	NW_001846731.1	Primary Assembly	1139	chrUn_DS485442v1
211000022278294	unplaced-scaffold	na	na	DS485443.1	=	NW_001846732.1	Primary Assembly	1138	chrUn_DS485443v1
211000022280232	unplaced-scaffold	na	na	DS485448.1	=	NW_001846737.1	Primary Assembly	1137	chrUn_DS485448v1
211000022278333	unplaced-scaffold	na	na	DS485451.1	=	NW_001846740.1	Primary Assembly	1136	chrUn_DS485451v1
211000022279222	unplaced-scaffold	na	na	DS485453.1	=	NW_001846742.1	Primary Assembly	1136	chrUn_DS485453v1
211000022279115	unplaced-scaffold	na	na	DS485456.1	=	NW_001846745.1	Primary Assembly	1135	chrUn_DS485456v1
211000022278221	unplaced-scaffold	na	na	DS485457.1	=	NW_001846746.1	Primary Assembly	1135	chrUn_DS485457v1
211000022279747	unplaced-scaffold	na	na	DS485461.1	=	NW_001846750.1	Primary Assembly	1134	chrUn_DS485461v1
211000022278750	unplaced-scaffold	na	na	DS485462.1	=	NW_001846751.1	Primary Assembly	1134	chrUn_DS485462v1
211000022279744	unplaced-scaffold	na	na	DS485464.1	=	NW_001846753.1	Primary Assembly	1133	chrUn_DS485464v1
211000022278958	unplaced-scaffold	na	na	DS485466.1	=	NW_001846755.1	Primary Assembly	1133	chrUn_DS485466v1
211000022278140	unplaced-scaffold	na	na	DS485467.1	=	NW_001846756.1	Primary Assembly	1132	chrUn_DS485467v1
211000022279125	unplaced-scaffold	na	na	DS485468.1	=	NW_001846757.1	Primary Assembly	1132	chrUn_DS485468v1
211000022279088	unplaced-scaffold	na	na	DS485469.1	=	NW_001846758.1	Primary Assembly	1132	chrUn_DS485469v1
211000022278977	unplaced-scaffold	na	na	DS485472.1	=	NW_001846761.1	Primary Assembly	1131	chrUn_DS485472v1
211000022278445	unplaced-scaffold	na	na	DS485475.1	=	NW_001846764.1	Primary Assembly	1130	chrUn_DS485475v1
211000022278788	unplaced-scaffold	na	na	DS485477.1	=	NW_001846766.1	Primary Assembly	1130	chrUn_DS485477v1
211000022279899	unplaced-scaffold	na	na	DS485481.1	=	NW_001846770.1	Primary Assembly	1129	chrUn_DS485481v1
211000022279684	unplaced-scaffold	na	na	DS485482.1	=	NW_001846771.1	Primary Assembly	1129	chrUn_DS485482v1
211000022278920	unplaced-scaffold	na	na	DS485488.1	=	NW_001846777.1	Primary Assembly	1127	chrUn_DS485488v1
211000022278072	unplaced-scaffold	na	na	DS485490.1	=	NW_001846779.1	Primary Assembly	1127	chrUn_DS485490v1
211000022279564	unplaced-scaffold	na	na	DS485491.1	=	NW_001846780.1	Primary Assembly	1126	chrUn_DS485491v1
211000022279212	unplaced-scaffold	na	na	DS485494.1	=	NW_001846783.1	Primary Assembly	1126	chrUn_DS485494v1
211000022278123	unplaced-scaffold	na	na	DS485495.1	=	NW_001846784.1	Primary Assembly	1126	chrUn_DS485495v1
211000022278412	unplaced-scaffold	na	na	DS485496.1	=	NW_001846785.1	Primary Assembly	1126	chrUn_DS485496v1
211000022279407	unplaced-scaffold	na	na	DS485497.1	=	NW_001846786.1	Primary Assembly	1125	chrUn_DS485497v1
211000022278877	unplaced-scaffold	na	na	DS485498.1	=	NW_001846787.1	Primary Assembly	1125	chrUn_DS485498v1
211000022279652	unplaced-scaffold	na	na	DS485500.1	=	NW_001846789.1	Primary Assembly	1124	chrUn_DS485500v1
211000022278751	unplaced-scaffold	na	na	DS485501.1	=	NW_001846790.1	Primary Assembly	1124	chrUn_DS485501v1
211000022280268	unplaced-scaffold	na	na	DS485503.1	=	NW_001846792.1	Primary Assembly	1123	chrUn_DS485503v1
211000022278145	unplaced-scaffold	na	na	DS485504.1	=	NW_001846793.1	Primary Assembly	1123	chrUn_DS485504v1
211000022278328	unplaced-scaffold	na	na	DS485505.1	=	NW_001846794.1	Primary Assembly	1123	chrUn_DS485505v1
211000022278511	unplaced-scaffold	na	na	DS485506.1	=	NW_001846795.1	Primary Assembly	1123	chrUn_DS485506v1
211000022279055	unplaced-scaffold	na	na	DS485509.1	=	NW_001846798.1	Primary Assembly	1123	chrUn_DS485509v1
211000022278747	unplaced-scaffold	na	na	DS485515.1	=	NW_001846804.1	Primary Assembly	1120	chrUn_DS485515v1
211000022279240	unplaced-scaffold	na	na	DS485517.1	=	NW_001846806.1	Primary Assembly	1119	chrUn_DS485517v1
211000022279221	unplaced-scaffold	na	na	DS485518.1	=	NW_001846807.1	Primary Assembly	1119	chrUn_DS485518v1
211000022279400	unplaced-scaffold	na	na	DS485520.1	=	NW_001846809.1	Primary Assembly	1118	chrUn_DS485520v1
211000022279493	unplaced-scaffold	na	na	DS485521.1	=	NW_001846810.1	Primary Assembly	1118	chrUn_DS485521v1
211000022278514	unplaced-scaffold	na	na	DS485522.1	=	NW_001846811.1	Primary Assembly	1118	chrUn_DS485522v1
211000022279985	unplaced-scaffold	na	na	DS485525.1	=	NW_001846814.1	Primary Assembly	1117	chrUn_DS485525v1
